Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10032562166452408,0.10076179581247681,0.10032562166452408,0.10032562166452408,469033600,0.0,0.0
1980-12-15,0.0955277555324095,0.0955277555324095,0.09509158134460449,0.09509158134460449,175884800,0.0,0.0
1980-12-16,0.08854822459809855,0.08854822459809855,0.08811205625534058,0.08811205625534058,105728000,0.0,0.0
1980-12-17,0.09029290825128554,0.09072908241133334,0.09029290825128554,0.09029290825128555,86441600,0.0,0.0
1980-12-18,0.09291073679924011,0.09334690520504241,0.09291073679924011,0.09291073679924011,73449600,0.0,0.0
1980-12-19,0.09858092665672302,0.09901710076014834,0.09858092665672302,0.09858092665672302,48630400,0.0,0.0
1980-12-22,0.10337881743907928,0.10381577193872298,0.10337881743907928,0.10337881743907928,37363200,0.0,0.0
1980-12-23,0.1077413558959961,0.1081775302055045,0.1077413558959961,0.1077413558959961,46950400,0.0,0.0
1980-12-24,0.1134115234017372,0.11384769746674168,0.1134115234017372,0.11341152340173721,48003200,0.0,0.0
1980-12-26,0.12388043105602264,0.1243166051899675,0.12388043105602264,0.12388043105602264,55574400,0.0,0.0
1980-12-29,0.1256251335144043,0.12606130770935403,0.1256251335144043,0.1256251335144043,93161600,0.0,0.0
1980-12-30,0.12300813767353737,0.12300813767353737,0.12257197499275208,0.12257197499275208,68880000,0.0,0.0
1980-12-31,0.11951874428154129,0.11951874428154129,0.11908257007598877,0.11908257007598877,35750400,0.0,0.0
1981-01-02,0.12039105594158171,0.12126340417078944,0.12039105594158171,0.12039105594158173,21660800,0.0,0.0
1981-01-05,0.11821024686114112,0.11821024686114112,0.11777408421039581,0.11777408421039581,35728000,0.0,0.0
1981-01-06,0.11297538362282523,0.11297538362282523,0.11253920942544937,0.11253920942544937,45158400,0.0,0.0
1981-01-07,0.1081775302055045,0.1081775302055045,0.1077413558959961,0.1077413558959961,55686400,0.0,0.0
1981-01-08,0.10599664410221651,0.10599664410221651,0.10556048154830933,0.10556048154830933,39827200,0.0,0.0
1981-01-09,0.11123072355985641,0.11166689785557482,0.11123072355985641,0.11123072355985641,21504000,0.0,0.0
1981-01-12,0.11123069414245584,0.11123069414245584,0.1103583574295044,0.1103583574295044,23699200,0.0,0.0
1981-01-13,0.10686899955738213,0.10686899955738213,0.10643282532691956,0.10643282532691956,23049600,0.0,0.0
1981-01-14,0.10686896741390227,0.10730514151317473,0.10686896741390227,0.10686896741390228,14291200,0.0,0.0
1981-01-15,0.10904986411333084,0.10992220096688941,0.10904986411333084,0.10904986411333084,14067200,0.0,0.0
1981-01-16,0.10861367964318677,0.10861367964318677,0.10817750543355942,0.10817750543355942,13395200,0.0,0.0
1981-01-19,0.11472006142139435,0.11515623559085097,0.11472006142139435,0.11472006142139435,41574400,0.0,0.0
1981-01-20,0.11166689785557482,0.11166689785557482,0.11123072355985641,0.11123072355985641,30083200,0.0,0.0
1981-01-21,0.1134115234017372,0.11428385988397557,0.1134115234017372,0.11341152340173721,15904000,0.0,0.0
1981-01-22,0.11472006142139435,0.1155924097603076,0.11472006142139435,0.11472006142139435,35548800,0.0,0.0
1981-01-23,0.11472011606336285,0.1151562904405723,0.11428394168615341,0.11428394168615341,11222400,0.0,0.0
1981-01-26,0.11297538362282523,0.11297538362282523,0.11253920942544937,0.11253920942544937,24640000,0.0,0.0
1981-01-27,0.1125391497773965,0.1125391497773965,0.11166681349277496,0.11166681349277496,23699200,0.0,0.0
1981-01-28,0.10861367964318677,0.10861367964318677,0.10817750543355942,0.10817750543355942,28156800,0.0,0.0
1981-01-29,0.10468814759285196,0.10468814759285196,0.10425197333097458,0.10425197333097458,43904000,0.0,0.0
1981-01-30,0.09945327486357367,0.09945327486357367,0.09858092665672302,0.09858092665672302,46188800,0.0,0.0
1981-02-02,0.09334690520504241,0.09334690520504241,0.09291073679924011,0.09291073679924011,23766400,0.0,0.0
1981-02-03,0.09640011936426161,0.09683628782446298,0.09640011936426161,0.09640011936426163,19152000,0.0,0.0
1981-02-04,0.09988949447870255,0.10032565713308092,0.09988949447870255,0.09988949447870255,27865600,0.0,0.0
1981-02-05,0.09988949447870255,0.1007618314352362,0.09988949447870255,0.09988949447870255,7929600,0.0,0.0
1981-02-06,0.10032562166452408,0.10076179581247681,0.10032562166452408,0.10032562166452408,13865600,0.0,0.0
1981-02-09,0.09596392389632756,0.09596392389632756,0.09509158134460449,0.09509158134460449,16755200,0.0,0.0
1981-02-10,0.09509158134460449,0.0955277555324095,0.09509158134460449,0.09509158134460449,18345600,0.0,0.0
1981-02-11,0.09247453147745988,0.09247453147745988,0.0920383632183075,0.0920383632183075,13843200,0.0,0.0
1981-02-12,0.09160222156947158,0.09160222156947158,0.09116526693105698,0.09116526693105698,14560000,0.0,0.0
1981-02-13,0.08985671246131179,0.08985671246131179,0.08898437023162842,0.08898437023162842,11155200,0.0,0.0
1981-02-17,0.09116526693105698,0.09160222156947158,0.09116526693105698,0.09116526693105698,12275200,0.0,0.0
1981-02-18,0.09509158134460449,0.09596392389632756,0.09509158134460449,0.09509158134460449,19241600,0.0,0.0
1981-02-19,0.08985674611339077,0.08985674611339077,0.08942057192325592,0.08942057192325592,22310400,0.0,0.0
1981-02-20,0.08505887025934343,0.08505887025934343,0.08462269604206085,0.08462269604206085,24371200,0.0,0.0
1981-02-23,0.0859312191605568,0.0863673934393304,0.0859312191605568,0.0859312191605568,14112000,0.0,0.0
1981-02-24,0.0837503510709318,0.0837503510709318,0.0828780084848404,0.0828780084848404,16979200,0.0,0.0
1981-02-25,0.08811205625534058,0.08854822459809855,0.08811205625534058,0.08811205625534058,19488000,0.0,0.0
1981-02-26,0.08942057192325592,0.08985674611339077,0.08942057192325592,0.08942057192325592,10841600,0.0,0.0
1981-02-27,0.0924745500087738,0.09334689252577599,0.0924745500087738,0.0924745500087738,14761600,0.0,0.0
1981-03-02,0.09291073679924011,0.09334690520504241,0.09291073679924011,0.09291073679924011,11760000,0.0,0.0
1981-03-03,0.09203838039460073,0.09203838039460073,0.09160220623016357,0.09160220623016357,16172800,0.0,0.0
1981-03-04,0.0911652634386322,0.0911652634386322,0.09072909504175185,0.09072909504175186,13708800,0.0,0.0
1981-03-05,0.09072908241133334,0.09072908241133334,0.09029290825128554,0.09029290825128555,5376000,0.0,0.0
1981-03-06,0.09029291447963865,0.09029291447963865,0.08942057192325592,0.08942057192325592,11603200,0.0,0.0
1981-03-09,0.08287802742807318,0.08287802742807318,0.08244185894727707,0.08244185894727707,15321600,0.0,0.0
1981-03-10,0.07895170558607437,0.07895170558607437,0.07851553708314896,0.07851553708314896,28380800,0.0,0.0
1981-03-11,0.0763346239260596,0.0763346239260596,0.07546228170394897,0.07546228170394897,29859200,0.0,0.0
1981-03-12,0.07851553708314896,0.07895170558607437,0.07851553708314896,0.07851553708314896,59248000,0.0,0.0
1981-03-13,0.07807933183239381,0.07807933183239381,0.07764316350221634,0.07764316350221634,231302400,0.0,0.0
1981-03-16,0.08069717884063721,0.08156952168518766,0.08069717884063721,0.08069717884063721,37228800,0.0,0.0
1981-03-17,0.08462269604206085,0.08549503865273869,0.08462269604206085,0.08462269604206085,43747200,0.0,0.0
1981-03-18,0.08985673636198044,0.09072907882369502,0.08985673636198044,0.08985673636198044,36937600,0.0,0.0
1981-03-19,0.08942053843452771,0.08942053843452771,0.08898437023162842,0.08898437023162842,37811200,0.0,0.0
1981-03-20,0.08985673636198044,0.09072907882369502,0.08985673636198044,0.08985673636198044,14604800,0.0,0.0
1981-03-23,0.09334690868854523,0.09421925135659123,0.09334690868854523,0.09334690868854523,22019200,0.0,0.0
1981-03-24,0.09334690520504241,0.09334690520504241,0.09291073679924011,0.09291073679924011,28156800,0.0,0.0
1981-03-25,0.09203839580694857,0.09203839580694857,0.09116526693105698,0.09116526693105698,7056000,0.0,0.0
1981-03-26,0.08985674611339077,0.08985674611339077,0.08942057192325592,0.08942057192325592,12275200,0.0,0.0
1981-03-27,0.08680352953985156,0.08680352953985156,0.08636736124753952,0.08636736124753952,12252800,0.0,0.0
1981-03-30,0.08636736124753952,0.08723970365604958,0.08636736124753952,0.08636736124753952,9900800,0.0,0.0
1981-03-31,0.08636738996986791,0.08636738996986791,0.08549504727125168,0.08549504727125168,15993600,0.0,0.0
1981-04-01,0.08505887025934343,0.08505887025934343,0.08462269604206085,0.08462269604206085,34070400,0.0,0.0
1981-04-02,0.0920383632183075,0.09247453147745988,0.0920383632183075,0.0920383632183075,31404800,0.0,0.0
1981-04-03,0.0924745500087738,0.09291072417921825,0.0924745500087738,0.0924745500087738,16486400,0.0,0.0
1981-04-06,0.0911652634386322,0.0911652634386322,0.09072909504175185,0.09072909504175186,22803200,0.0,0.0
1981-04-07,0.09029290468089457,0.09029290468089457,0.08985673636198044,0.08985673636198044,10684800,0.0,0.0
1981-04-08,0.09421922266483305,0.09509156506723225,0.09421922266483305,0.09421922266483307,21952000,0.0,0.0
1981-04-09,0.09596389532089233,0.09640006937881658,0.09596389532089233,0.09596389532089233,12499200,0.0,0.0
1981-04-10,0.09727241843938826,0.09770858670377766,0.09727241843938826,0.09727241843938828,33465600,0.0,0.0
1981-04-13,0.09727241843938826,0.09770858670377766,0.09727241843938826,0.09727241843938828,16060800,0.0,0.0
1981-04-14,0.09727241843938826,0.09770858670377766,0.09727241843938826,0.09727241843938828,6652800,0.0,0.0
1981-04-15,0.09291072417921825,0.09291072417921825,0.0924745500087738,0.0924745500087738,34048000,0.0,0.0
1981-04-16,0.08767589578880457,0.08767589578880457,0.08723972737789154,0.08723972737789154,23878400,0.0,0.0
1981-04-20,0.08985673636198044,0.09029290468089457,0.08985673636198044,0.08985673636198044,35347200,0.0,0.0
1981-04-21,0.09596389532089233,0.09640006937881658,0.09596389532089233,0.09596389532089233,28537600,0.0,0.0
1981-04-22,0.09945330768823624,0.0998894819356213,0.09945330768823624,0.09945330768823624,18995200,0.0,0.0
1981-04-23,0.10207027941942216,0.1025064534511883,0.10207027941942216,0.10207027941942215,58016000,0.0,0.0
1981-04-24,0.10207033211154883,0.10207033211154883,0.1011979952454567,0.1011979952454567,35056000,0.0,0.0
1981-04-27,0.10076179581247681,0.10076179581247681,0.10032562166452408,0.10032562166452408,38528000,0.0,0.0
1981-04-28,0.09901710076014834,0.09901710076014834,0.09858092665672302,0.09858092665672302,32188800,0.0,0.0
1981-04-29,0.09770858670377766,0.09770858670377766,0.09727241843938826,0.09727241843938828,13641600,0.0,0.0
1981-04-30,0.09901708364486694,0.09988943170093065,0.09901708364486694,0.09901708364486694,12611200,0.0,0.0
1981-05-01,0.09901708364486694,0.09988943170093065,0.09901708364486694,0.09901708364486694,16553600,0.0,0.0
1981-05-04,0.09901710076014834,0.09901710076014834,0.09858092665672302,0.09858092665672302,14448000,0.0,0.0
1981-05-05,0.09858093214853084,0.09858093214853084,0.09814476966857912,0.0981447696685791,17539200,0.0,0.0
1981-05-06,0.095963921587333,0.095963921587333,0.0955277532339096,0.0955277532339096,18950400,0.0,0.0
1981-05-07,0.09683628380298615,0.09727245806896201,0.09683628380298615,0.09683628380298615,9363200,0.0,0.0
1981-05-08,0.09770863503217697,0.09814480933619141,0.09770863503217697,0.09770863503217697,7907200,0.0,0.0
1981-05-11,0.095963921587333,0.095963921587333,0.0955277532339096,0.0955277532339096,11939200,0.0,0.0
1981-05-12,0.0955277532339096,0.09683626411806656,0.0955277532339096,0.0955277532339096,4256000,0.0,0.0
1981-05-13,0.0955277555324095,0.09640009808413257,0.09509158134460449,0.09509158134460449,4905600,0.0,0.0
1981-05-14,0.09465543826374279,0.09465543826374279,0.09378309547901154,0.09378309547901154,4928000,0.0,0.0
1981-05-15,0.09596389532089233,0.09727241167077987,0.09596389532089233,0.09596389532089233,4905600,0.0,0.0
1981-05-18,0.09770863503217697,0.09858097199242888,0.09770863503217697,0.09770863503217697,4166400,0.0,0.0
1981-05-19,0.09640006937881658,0.09640006937881658,0.09596389532089233,0.09596389532089233,25424000,0.0,0.0
1981-05-20,0.09901708364486694,0.09988943170093065,0.09901708364486694,0.09901708364486694,13283200,0.0,0.0
1981-05-21,0.10468810796737671,0.10512428206415791,0.10468810796737671,0.10468810796737671,32211200,0.0,0.0
1981-05-22,0.10948602110147476,0.1103583695580724,0.10948602110147476,0.10948602110147476,31427200,0.0,0.0
1981-05-26,0.10948602671622236,0.10948602671622236,0.10904986411333084,0.10904986411333084,85344000,0.0,0.0
1981-05-27,0.11515620350837708,0.11559237755631578,0.11515620350837708,0.11515620350837708,149497600,0.0,0.0
1981-05-28,0.11515620350837708,0.11559237755631578,0.11515620350837708,0.11515620350837708,73987200,0.0,0.0
1981-05-29,0.11559238284826279,0.11602933731680425,0.11559238284826279,0.11559238284826279,59382400,0.0,0.0
1981-06-01,0.11559238284826279,0.11602933731680425,0.11559238284826279,0.11559238284826279,51251200,0.0,0.0
1981-06-02,0.1103583148487846,0.1103583148487846,0.1099221408367157,0.1099221408367157,40432000,0.0,0.0
1981-06-03,0.1099221408367157,0.11079447721308434,0.1099221408367157,0.1099221408367157,39446400,0.0,0.0
1981-06-04,0.11210303753614427,0.11253920004940776,0.11210303753614427,0.11210303753614426,56067200,0.0,0.0
1981-06-05,0.11079451996209329,0.11079451996209329,0.1103583574295044,0.1103583574295044,57680000,0.0,0.0
1981-06-08,0.10686899955738213,0.10686899955738213,0.10643282532691956,0.10643282532691956,93497600,0.0,0.0
1981-06-09,0.10861366987228394,0.109049844042673,0.10861366987228394,0.10861366987228394,119593600,0.0,0.0
1981-06-10,0.1099221408367157,0.11123065122515324,0.1099221408367157,0.1099221408367157,25222400,0.0,0.0
1981-06-11,0.11472006142139435,0.11515623559085097,0.11472006142139435,0.11472006142139435,38976000,0.0,0.0
1981-06-12,0.11384769746674168,0.11384769746674168,0.1134115234017372,0.11341152340173721,25804800,0.0,0.0
1981-06-15,0.1134115555032194,0.1134115555032194,0.1129753813147545,0.11297538131475449,143763200,0.0,0.0
1981-06-16,0.11123074093556709,0.11123074093556709,0.1107945665717125,0.1107945665717125,37251200,0.0,0.0
1981-06-17,0.10948602671622236,0.10948602671622236,0.10904986411333084,0.10904986411333084,27574400,0.0,0.0
1981-06-18,0.109049844042673,0.10948600656528866,0.10861366987228394,0.10861366987228394,23049600,0.0,0.0
1981-06-19,0.10599664410221651,0.10599664410221651,0.10556048154830933,0.10556048154830933,27507200,0.0,0.0
1981-06-22,0.10207029980354042,0.10207029980354042,0.10163413733243942,0.10163413733243942,10841600,0.0,0.0
1981-06-23,0.10337881743907928,0.1042519343899054,0.10337881743907928,0.10337881743907928,15030400,0.0,0.0
1981-06-24,0.10163414934526456,0.10163414934526456,0.10076180100440979,0.10076180100440979,23027200,0.0,0.0
1981-06-25,0.10294265300035477,0.10337882714023966,0.10294265300035477,0.10294265300035477,24259200,0.0,0.0
1981-06-26,0.10250647392241344,0.10250647392241344,0.10163413733243942,0.10163413733243942,23788800,0.0,0.0
1981-06-29,0.09901710627625482,0.09901710627625482,0.09814476966857912,0.0981447696685791,10595200,0.0,0.0
1981-06-30,0.0911652634386322,0.0911652634386322,0.09072909504175185,0.09072909504175186,35907200,0.0,0.0
1981-07-01,0.09029290468089457,0.09029290468089457,0.08985673636198044,0.08985673636198044,170464000,0.0,0.0
1981-07-02,0.08985673636198044,0.09029290468089457,0.08985673636198044,0.08985673636198044,30284800,0.0,0.0
1981-07-06,0.0876758755815031,0.0876758755815031,0.08680353313684464,0.08680353313684464,16531200,0.0,0.0
1981-07-07,0.08767588436603546,0.08854822689809676,0.08767588436603546,0.08767588436603546,15836800,0.0,0.0
1981-07-08,0.09116526693105698,0.09160222156947158,0.09116526693105698,0.09116526693105698,16620800,0.0,0.0
1981-07-09,0.08462268503885688,0.08462268503885688,0.08418651670217513,0.08418651670217514,32883200,0.0,0.0
1981-07-10,0.07807933183239381,0.07807933183239381,0.07764316350221634,0.07764316350221634,55171200,0.0,0.0
1981-07-13,0.07938863337039948,0.07982480754918118,0.07938863337039948,0.07938863337039948,45740800,0.0,0.0
1981-07-14,0.0828780084848404,0.0837503510709318,0.0828780084848404,0.0828780084848404,19779200,0.0,0.0
1981-07-15,0.08505886048078537,0.08549502882403773,0.08505886048078537,0.08505886048078537,10953600,0.0,0.0
1981-07-16,0.08723972737789154,0.08811207002360516,0.08723972737789154,0.08723972737789154,15232000,0.0,0.0
1981-07-17,0.09029290825128554,0.09072908241133334,0.09029290825128554,0.09029290825128555,19824000,0.0,0.0
1981-07-20,0.08462268503885688,0.08462268503885688,0.08418651670217513,0.08418651670217514,23654400,0.0,0.0
1981-07-21,0.08418655643218431,0.08418655643218431,0.08375038206577301,0.08375038206577301,31942400,0.0,0.0
1981-07-22,0.0798247853337926,0.0798247853337926,0.07895165681838989,0.07895165681838989,22668800,0.0,0.0
1981-07-23,0.08113332837820053,0.08156950261042226,0.08113332837820053,0.08113332837820053,34451200,0.0,0.0
1981-07-24,0.08375038206577301,0.08418655643218431,0.08375038206577301,0.08375038206577301,28851200,0.0,0.0
1981-07-27,0.08723972737789154,0.08767589578880457,0.08723972737789154,0.08723972737789154,17337600,0.0,0.0
1981-07-28,0.08462268503885688,0.08462268503885688,0.08418651670217513,0.08418651670217514,22848000,0.0,0.0
1981-07-29,0.08331418268982968,0.08331418268982968,0.0828780084848404,0.0828780084848404,15500800,0.0,0.0
1981-07-30,0.0859312191605568,0.08680356189421588,0.0859312191605568,0.0859312191605568,9900800,0.0,0.0
1981-07-31,0.08723972737789154,0.08767589578880457,0.08723972737789154,0.08723972737789154,10953600,0.0,0.0
1981-08-03,0.08723970365604958,0.08723970365604958,0.08636736124753952,0.08636736124753952,12432000,0.0,0.0
1981-08-04,0.08767588436603546,0.08811205854400951,0.08767588436603546,0.08767588436603546,31673600,0.0,0.0
1981-08-05,0.09029290825128554,0.09072908241133334,0.09029290825128554,0.09029290825128555,17494400,0.0,0.0
1981-08-06,0.08854822459809855,0.08854822459809855,0.08811205625534058,0.08811205625534058,10528000,0.0,0.0
1981-08-07,0.08811205625534058,0.08854822459809855,0.08811205625534058,0.08811205625534058,9206400,0.0,0.0
1981-08-10,0.08811205625534058,0.08811205625534058,0.08811205625534058,0.08811205625534058,0,0.0,0.0
1981-08-11,0.08636738996986791,0.08636738996986791,0.08549504727125168,0.08549504727125168,71456000,0.0,0.0
1981-08-12,0.08418655643218431,0.08418655643218431,0.08375038206577301,0.08375038206577301,26275200,0.0,0.0
1981-08-13,0.08156950261042226,0.08156950261042226,0.08113332837820053,0.08113332837820053,27484800,0.0,0.0
1981-08-14,0.0806971703643677,0.0806971703643677,0.07982482761144638,0.07982482761144638,24192000,0.0,0.0
1981-08-17,0.07807934165750444,0.07807934165750444,0.07720699906349182,0.07720699906349182,18905600,0.0,0.0
1981-08-18,0.0763346239260596,0.0763346239260596,0.07546228170394897,0.07546228170394897,17001600,0.0,0.0
1981-08-19,0.07546229520467868,0.07546229520467868,0.07458995282649994,0.07458995282649994,20675200,0.0,0.0
1981-08-20,0.07546228170394897,0.07589845572694665,0.07546228170394897,0.07546228170394897,17113600,0.0,0.0
1981-08-21,0.07110062895420596,0.07110062895420596,0.07022828608751297,0.07022828608751297,41910400,0.0,0.0
